"","legper","party_name","originalname","fullname","nickname","surname","shared","lengthofname","match","alternativematch"
"3797",9,"Independent","Mr. John James Cole","John James Cole",NA,"Cole",0,3,"Deputy Cole","Deputy John James Cole"
"3798",9,"Fine Gael","Mr. Henry Morgan Dockrell","Henry Morgan Dockrell",NA,"Dockrell",0,3,"Deputy Dockrell","Deputy Henry Morgan Dockrell"
"3799",9,"Independent","Mr. Richard Sidney Anthony","Richard Sidney Anthony",NA,"Anthony",0,3,"Deputy Anthony","Deputy Richard Sidney Anthony"
"3800",9,"Fine Gael","Mr. Timothy Joseph O'Donovan","Timothy Joseph O'Donovan",NA,"O'Donovan",0,3,"Deputy O'Donovan","Deputy Timothy Joseph O'Donovan"
"3801",9,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3802",9,"Ceann Comhairle of the 1st Dail","Mr. Seán T. O'Kelly","Seán T. O'Kelly",NA,"O'Kelly",0,3,"Deputy O'Kelly","Deputy Seán T. O'Kelly"
"3803",9,"The Labour Party","Mr. Timothy Joseph Murphy","Timothy Joseph Murphy",NA,"Murphy",0,3,"Deputy Murphy","Deputy Timothy Joseph Murphy"
"3804",9,"The Labour Party","Mr. Gerrard L. McGowan","Gerrard L. McGowan",NA,"McGowan",0,3,"Deputy McGowan","Deputy Gerrard L. McGowan"
"3805",9,"Fianna Fáil","Mr. Patrick J. Ruttledge","Patrick J. Ruttledge",NA,"Ruttledge",0,3,"Deputy Ruttledge","Deputy Patrick J. Ruttledge"
"3806",9,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3807",9,"Fine Gael","Mr. Denis J. Gorey","Denis J. Gorey",NA,"Gorey",0,3,"Deputy Gorey","Deputy Denis J. Gorey"
"3808",9,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"3809",9,"Fianna Fáil","Mr. Hugo Victor Flinn","Hugo Victor Flinn",NA,"Flinn",0,3,"Deputy Flinn","Deputy Hugo Victor Flinn"
"3810",9,"Fine Gael","Mr. Michael Óg McFadden","Michael Óg McFadden",NA,"McFadden",0,3,"Deputy McFadden","Deputy Michael Óg McFadden"
"3811",9,"Independent","Major James Sproule (Major) Myles","James Sproule Myles",NA,"Myles",0,3,"Deputy Myles","Deputy James Sproule Myles"
"3812",9,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"3813",9,"Fine Gael","Mr. George C. Bennett","George C. Bennett",NA,"Bennett",0,3,"Deputy Bennett","Deputy George C. Bennett"
"3814",9,"Fine Gael","Mr. John Aloysius Costello","John Aloysius Costello",NA,"Costello",0,3,"Deputy Costello","Deputy John Aloysius Costello"
"3815",9,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3816",9,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3817",9,"Fianna Fáil","Dr. Francis Constantine (Dr.) Ward","Francis Constantine Ward",NA,"Ward",0,3,"Deputy Ward","Deputy Francis Constantine Ward"
"3818",9,"Fine Gael","Mr. Thomas Francis (Snr.) O'Higgins","Thomas Francis O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Thomas Francis O'Higgins"
"3819",9,"Fine Gael","Mr. Ernest Edmondson Benson","Ernest Edmondson Benson",NA,"Benson",0,3,"Deputy Benson","Deputy Ernest Edmondson Benson"
"3820",9,"Cumann na nGaedhael","Capt. Sydney B. (Captain) Minch","Sydney B. Minch",NA,"Minch",0,3,"Deputy Minch","Deputy Sydney B. Minch"
"3821",9,"Fianna Fáil","Mr. Fred Hugh Crowley","Fred Hugh Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Fred Hugh Crowley"
"3822",9,"Fine Gael","Mr. Joseph W. Mongan","Joseph W. Mongan",NA,"Mongan",0,3,"Deputy Mongan","Deputy Joseph W. Mongan"
"3823",9,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3824",9,"Fianna Fáil","Mr. Bernard John (Ben) Maguire","Bernard John Maguire","Ben","Maguire",0,3,"Deputy Maguire","Deputy Bernard John Maguire"
"3825",9,"Fianna Fáil","Mr. Francis Joseph Carty","Francis Joseph Carty",NA,"Carty",0,3,"Deputy Carty","Deputy Francis Joseph Carty"
"3826",9,"Fine Gael","Mr. Cecil Patrick Lavery","Cecil Patrick Lavery",NA,"Lavery",0,3,"Deputy Lavery","Deputy Cecil Patrick Lavery"
"3827",9,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3828",9,"Fianna Fáil","Mr. Patrick J. Gorry","Patrick J. Gorry",NA,"Gorry",0,3,"Deputy Gorry","Deputy Patrick J. Gorry"
"3829",9,"Fine Gael","Bridget Mary Redmond","Bridget Mary Redmond",NA,"Redmond",0,3,"Deputy Redmond","Deputy Bridget Mary Redmond"
"3830",10,"Sinn Féin","Mr. Eamon de Valera","Eamon de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Eamon de Valera"
"3831",10,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3832",10,"Fianna Fáil","Mr. Bernard John (Ben) Maguire","Bernard John Maguire","Ben","Maguire",0,3,"Deputy Maguire","Deputy Bernard John Maguire"
"3833",10,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"3834",10,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3835",10,"Ceann Comhairle of the 1st Dail","Mr. Seán T. O'Kelly","Seán T. O'Kelly",NA,"O'Kelly",0,3,"Deputy O'Kelly","Deputy Seán T. O'Kelly"
"3836",10,"Fine Gael","Mr. Denis J. Gorey","Denis J. Gorey",NA,"Gorey",0,3,"Deputy Gorey","Deputy Denis J. Gorey"
"3837",10,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3838",10,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3839",10,"Sinn Féin","Mr. William T. Cosgrave","William T. Cosgrave",NA,"Cosgrave",0,3,"Deputy Cosgrave","Deputy William T. Cosgrave"
"3840",10,"Fine Gael","Mr. Henry Morgan Dockrell","Henry Morgan Dockrell",NA,"Dockrell",0,3,"Deputy Dockrell","Deputy Henry Morgan Dockrell"
"3841",10,"Fine Gael","Mr. Ernest Edmondson Benson","Ernest Edmondson Benson",NA,"Benson",0,3,"Deputy Benson","Deputy Ernest Edmondson Benson"
"3842",10,"Fine Gael","Mr. Thomas Francis (Snr.) O'Higgins","Thomas Francis O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Thomas Francis O'Higgins"
"3843",10,"Fine Gael","Mr. George C. Bennett","George C. Bennett",NA,"Bennett",0,3,"Deputy Bennett","Deputy George C. Bennett"
"3844",10,"Fine Gael","Mr. Joseph W. Mongan","Joseph W. Mongan",NA,"Mongan",0,3,"Deputy Mongan","Deputy Joseph W. Mongan"
"3845",10,"Fianna Fáil","Dr. Francis Constantine (Dr.) Ward","Francis Constantine Ward",NA,"Ward",0,3,"Deputy Ward","Deputy Francis Constantine Ward"
"3846",10,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"3847",10,"The Labour Party","Mr. Timothy Joseph Murphy","Timothy Joseph Murphy",NA,"Murphy",0,3,"Deputy Murphy","Deputy Timothy Joseph Murphy"
"3848",10,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"3849",10,"Fine Gael","Mr. John Aloysius Costello","John Aloysius Costello",NA,"Costello",0,3,"Deputy Costello","Deputy John Aloysius Costello"
"3850",10,"Fine Gael","Mr. James Walter Beckett","James Walter Beckett",NA,"Beckett",0,3,"Deputy Beckett","Deputy James Walter Beckett"
"3851",10,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"3852",10,"Fianna Fáil","Mr. Patrick J. Ruttledge","Patrick J. Ruttledge",NA,"Ruttledge",0,3,"Deputy Ruttledge","Deputy Patrick J. Ruttledge"
"3853",10,"Fianna Fáil","Mr. Hugo Victor Flinn","Hugo Victor Flinn",NA,"Flinn",0,3,"Deputy Flinn","Deputy Hugo Victor Flinn"
"3854",10,"Independent","Mr. John James Cole","John James Cole",NA,"Cole",0,3,"Deputy Cole","Deputy John James Cole"
"3855",10,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3856",10,"Fine Gael","Mr. Michael Óg McFadden","Michael Óg McFadden",NA,"McFadden",0,3,"Deputy McFadden","Deputy Michael Óg McFadden"
"3857",10,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3858",10,"Fine Gael","Mr. Timothy Joseph O'Donovan","Timothy Joseph O'Donovan",NA,"O'Donovan",0,3,"Deputy O'Donovan","Deputy Timothy Joseph O'Donovan"
"3859",10,"Fianna Fáil","Ms. Bridget Mary Rice","Bridget Mary Rice",NA,"Rice",0,3,"Deputy Rice","Deputy Bridget Mary Rice"
"3860",10,"Fine Gael","Mr. Patrick James Rogers","Patrick James Rogers",NA,"Rogers",0,3,"Deputy Rogers","Deputy Patrick James Rogers"
"3861",10,"Fine Gael","Bridget Mary Redmond","Bridget Mary Redmond",NA,"Redmond",0,3,"Deputy Redmond","Deputy Bridget Mary Redmond"
"3862",10,"Independent","Major James Sproule (Major) Myles","James Sproule Myles",NA,"Myles",0,3,"Deputy Myles","Deputy James Sproule Myles"
"3863",10,"Fianna Fáil","Mr. Francis Joseph Carty","Francis Joseph Carty",NA,"Carty",0,3,"Deputy Carty","Deputy Francis Joseph Carty"
"3864",10,"Fianna Fáil","Mr. Henry Aloysius McDevitt","Henry Aloysius McDevitt",NA,"McDevitt",0,3,"Deputy McDevitt","Deputy Henry Aloysius McDevitt"
"3865",10,"Fianna Fáil","Mr. Peter ( Peadar) Joseph O'Loghlen","Peter Joseph O'Loghlen"," Peadar","O'Loghlen",0,3,"Deputy O'Loghlen","Deputy Peter Joseph O'Loghlen"
"3866",10,"Fianna Fáil","Mr. Patrick J. Gorry","Patrick J. Gorry",NA,"Gorry",0,3,"Deputy Gorry","Deputy Patrick J. Gorry"
"3867",10,"Independent","Mr. Robert James Rowlette","Robert James Rowlette",NA,"Rowlette",0,3,"Deputy Rowlette","Deputy Robert James Rowlette"
"3868",10,"Sinn Féin","Mr. Pádraic Ó Máille","Pádraic Ó Máille",NA,"Máille",0,3,"Deputy Máille","Deputy Pádraic Ó Máille"
"3869",11,"Sinn Féin","Mr. Eamon de Valera","Eamon de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Eamon de Valera"
"3870",11,"Ceann Comhairle of the 1st Dail","Mr. Seán T. O'Kelly","Seán T. O'Kelly",NA,"O'Kelly",0,3,"Deputy O'Kelly","Deputy Seán T. O'Kelly"
"3871",11,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"3872",11,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"3873",11,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3874",11,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3875",11,"Fine Gael","Mr. Thomas Francis (Snr.) O'Higgins","Thomas Francis O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Thomas Francis O'Higgins"
"3876",11,"Monetary Reform","Mr. Oliver J. Flanagan","Oliver J. Flanagan",NA,"Flanagan",0,3,"Deputy Flanagan","Deputy Oliver J. Flanagan"
"3877",11,"Fianna Fáil","Mr. Bernard John (Ben) Maguire","Bernard John Maguire","Ben","Maguire",0,3,"Deputy Maguire","Deputy Bernard John Maguire"
"3878",11,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3879",11,"Independent","Mr. Richard Sidney Anthony","Richard Sidney Anthony",NA,"Anthony",0,3,"Deputy Anthony","Deputy Richard Sidney Anthony"
"3880",11,"Fine Gael","Mr. George C. Bennett","George C. Bennett",NA,"Bennett",0,3,"Deputy Bennett","Deputy George C. Bennett"
"3881",11,"Farmers Party","Mr. William Francis O'Donnell","William Francis O'Donnell",NA,"O'Donnell",0,3,"Deputy O'Donnell","Deputy William Francis O'Donnell"
"3882",11,"The Labour Party","Mr. Timothy Joseph Murphy","Timothy Joseph Murphy",NA,"Murphy",0,3,"Deputy Murphy","Deputy Timothy Joseph Murphy"
"3883",11,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3884",11,"Fine Gael","Mr. William Joseph Broderick","William Joseph Broderick",NA,"Broderick",0,3,"Deputy Broderick","Deputy William Joseph Broderick"
"3885",11,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3886",11,"Clann na Talmhúain","Mr. Patrick Joseph Halliden","Patrick Joseph Halliden",NA,"Halliden",0,3,"Deputy Halliden","Deputy Patrick Joseph Halliden"
"3887",11,"The Labour Party","Mr. Thomas David Looney","Thomas David Looney",NA,"Looney",0,3,"Deputy Looney","Deputy Thomas David Looney"
"3888",11,"Fine Gael","Mr. Timothy Joseph O'Donovan","Timothy Joseph O'Donovan",NA,"O'Donovan",0,3,"Deputy O'Donovan","Deputy Timothy Joseph O'Donovan"
"3889",11,"Clann na Talmhúain","Mr. John Joseph Meighan","John Joseph Meighan",NA,"Meighan",0,3,"Deputy Meighan","Deputy John Joseph Meighan"
"3890",11,"Fine Gael","Mr. Ernest Edmondson Benson","Ernest Edmondson Benson",NA,"Benson",0,3,"Deputy Benson","Deputy Ernest Edmondson Benson"
"3891",11,"Clann na Talmhúain","Mr. Patrick Florence O'Driscoll","Patrick Florence O'Driscoll",NA,"O'Driscoll",0,3,"Deputy O'Driscoll","Deputy Patrick Florence O'Driscoll"
"3892",11,"The Labour Party","Mr. Roderick James Connolly","Roderick James Connolly",NA,"Connolly",0,3,"Deputy Connolly","Deputy Roderick James Connolly"
"3893",11,"Fianna Fáil","Mr. Fred Hugh Crowley","Fred Hugh Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Fred Hugh Crowley"
"3894",11,"Fine Gael","Mr. Michael Óg McFadden","Michael Óg McFadden",NA,"McFadden",0,3,"Deputy McFadden","Deputy Michael Óg McFadden"
"3895",11,"Fine Gael","Mr. Joseph W. Mongan","Joseph W. Mongan",NA,"Mongan",0,3,"Deputy Mongan","Deputy Joseph W. Mongan"
"3896",11,"Fianna Fáil","Mr. John B. Healy","John B. Healy",NA,"Healy",0,3,"Deputy Healy","Deputy John B. Healy"
"3897",11,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"3898",11,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3899",11,"Independent","Mr. John James Cole","John James Cole",NA,"Cole",0,3,"Deputy Cole","Deputy John James Cole"
"3900",11,"Fine Gael","Bridget Mary Redmond","Bridget Mary Redmond",NA,"Redmond",0,3,"Deputy Redmond","Deputy Bridget Mary Redmond"
"3901",11,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"3902",11,"Fianna Fáil","Ms. Bridget Mary Rice","Bridget Mary Rice",NA,"Rice",0,3,"Deputy Rice","Deputy Bridget Mary Rice"
"3903",11,"Fianna Fáil","Dr. Francis Constantine (Dr.) Ward","Francis Constantine Ward",NA,"Ward",0,3,"Deputy Ward","Deputy Francis Constantine Ward"
"3904",11,"Fianna Fáil","Mr. Leo Baptist Skinner","Leo Baptist Skinner",NA,"Skinner",0,3,"Deputy Skinner","Deputy Leo Baptist Skinner"
"3905",11,"Fianna Fáil","Mr. Patrick J. Gorry","Patrick J. Gorry",NA,"Gorry",0,3,"Deputy Gorry","Deputy Patrick J. Gorry"
"3906",12,"Sinn Féin","Mr. Eamon de Valera","Eamon de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Eamon de Valera"
"3907",12,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"3908",12,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3909",12,"Independent","Mr. Richard Sidney Anthony","Richard Sidney Anthony",NA,"Anthony",0,3,"Deputy Anthony","Deputy Richard Sidney Anthony"
"3910",12,"Monetary Reform","Mr. Oliver J. Flanagan","Oliver J. Flanagan",NA,"Flanagan",0,3,"Deputy Flanagan","Deputy Oliver J. Flanagan"
"3911",12,"Fianna Fáil","Mr. Bernard John (Ben) Maguire","Bernard John Maguire","Ben","Maguire",0,3,"Deputy Maguire","Deputy Bernard John Maguire"
"3912",12,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3913",12,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3914",12,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"3915",12,"Ceann Comhairle of the 1st Dail","Mr. Seán T. O'Kelly","Seán T. O'Kelly",NA,"O'Kelly",0,3,"Deputy O'Kelly","Deputy Seán T. O'Kelly"
"3916",12,"Fine Gael","Mr. John Aloysius Costello","John Aloysius Costello",NA,"Costello",0,3,"Deputy Costello","Deputy John Aloysius Costello"
"3917",12,"Farmers Party","Mr. William Francis O'Donnell","William Francis O'Donnell",NA,"O'Donnell",0,3,"Deputy O'Donnell","Deputy William Francis O'Donnell"
"3918",12,"Clann na Talmhúain","Mr. Patrick Florence O'Driscoll","Patrick Florence O'Driscoll",NA,"O'Driscoll",0,3,"Deputy O'Driscoll","Deputy Patrick Florence O'Driscoll"
"3919",12,"Fianna Fáil","Mr. Francis Joseph Daly","Francis Joseph Daly",NA,"Daly",0,3,"Deputy Daly","Deputy Francis Joseph Daly"
"3920",12,"Fianna Fáil","Dr. Francis Constantine (Dr.) Ward","Francis Constantine Ward",NA,"Ward",0,3,"Deputy Ward","Deputy Francis Constantine Ward"
"3921",12,"Fine Gael","Mr. Michael Óg McFadden","Michael Óg McFadden",NA,"McFadden",0,3,"Deputy McFadden","Deputy Michael Óg McFadden"
"3922",12,"Fine Gael","Bridget Mary Redmond","Bridget Mary Redmond",NA,"Redmond",0,3,"Deputy Redmond","Deputy Bridget Mary Redmond"
"3923",12,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3924",12,"Clann na Talmhúain","Mr. Patrick Joseph Halliden","Patrick Joseph Halliden",NA,"Halliden",0,3,"Deputy Halliden","Deputy Patrick Joseph Halliden"
"3925",12,"The Labour Party","Mr. Timothy Joseph Murphy","Timothy Joseph Murphy",NA,"Murphy",0,3,"Deputy Murphy","Deputy Timothy Joseph Murphy"
"3926",12,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"3927",12,"Fine Gael","Mr. William Joseph Broderick","William Joseph Broderick",NA,"Broderick",0,3,"Deputy Broderick","Deputy William Joseph Broderick"
"3928",12,"Fianna Fáil","Mr. John S. O'Connor","John S. O'Connor",NA,"O'Connor",0,3,"Deputy O'Connor","Deputy John S. O'Connor"
"3929",12,"Fianna Fáil","Mr. Patrick J. Burke","Patrick J. Burke",NA,"Burke",0,3,"Deputy Burke","Deputy Patrick J. Burke"
"3930",12,"Fine Gael","Mr. Patrick James Rogers","Patrick James Rogers",NA,"Rogers",0,3,"Deputy Rogers","Deputy Patrick James Rogers"
"3931",12,"Fine Gael","Mr. Thomas Francis (Snr.) O'Higgins","Thomas Francis O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Thomas Francis O'Higgins"
"3932",12,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"3933",12,"Fianna Fáil","Ms. Bridget Mary Rice","Bridget Mary Rice",NA,"Rice",0,3,"Deputy Rice","Deputy Bridget Mary Rice"
"3934",12,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3935",12,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3936",12,"Fine Gael","Mr. Joseph W. Mongan","Joseph W. Mongan",NA,"Mongan",0,3,"Deputy Mongan","Deputy Joseph W. Mongan"
"3937",12,"Fianna Fáil","Mr. John B. Healy","John B. Healy",NA,"Healy",0,3,"Deputy Healy","Deputy John B. Healy"
"3938",12,"Fianna Fáil","Mr. Patrick J. Gorry","Patrick J. Gorry",NA,"Gorry",0,3,"Deputy Gorry","Deputy Patrick J. Gorry"
"3939",12,"Fine Gael","Mr. George C. Bennett","George C. Bennett",NA,"Bennett",0,3,"Deputy Bennett","Deputy George C. Bennett"
"3940",12,"Fianna Fáil","Mr. Michael F. Lydon","Michael F. Lydon",NA,"Lydon",0,3,"Deputy Lydon","Deputy Michael F. Lydon"
"3941",12,"Fianna Fáil","Mr. Donal J. O'Donoghue","Donal J. O'Donoghue",NA,"O'Donoghue",0,3,"Deputy O'Donoghue","Deputy Donal J. O'Donoghue"
"3942",12,"Fianna Fáil","Mr. Patrick J. Ruttledge","Patrick J. Ruttledge",NA,"Ruttledge",0,3,"Deputy Ruttledge","Deputy Patrick J. Ruttledge"
"3943",12,"Fianna Fáil","Mr. Leo Baptist Skinner","Leo Baptist Skinner",NA,"Skinner",0,3,"Deputy Skinner","Deputy Leo Baptist Skinner"
"3944",12,"Fianna Fáil","Mr. Peter ( Peadar) Joseph O'Loghlen","Peter Joseph O'Loghlen"," Peadar","O'Loghlen",0,3,"Deputy O'Loghlen","Deputy Peter Joseph O'Loghlen"
"3945",13,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3946",13,"Monetary Reform","Mr. Oliver J. Flanagan","Oliver J. Flanagan",NA,"Flanagan",0,3,"Deputy Flanagan","Deputy Oliver J. Flanagan"
"3947",13,"Fine Gael","Mr. John Aloysius Costello","John Aloysius Costello",NA,"Costello",0,3,"Deputy Costello","Deputy John Aloysius Costello"
"3948",13,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"3949",13,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3950",13,"Fine Gael","Mr. Michael Óg McFadden","Michael Óg McFadden",NA,"McFadden",0,3,"Deputy McFadden","Deputy Michael Óg McFadden"
"3951",13,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"3952",13,"The Labour Party","Mr. Roderick James Connolly","Roderick James Connolly",NA,"Connolly",0,3,"Deputy Connolly","Deputy Roderick James Connolly"
"3953",13,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3954",13,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3955",13,"Fianna Fáil","Mr. Patrick J. Burke","Patrick J. Burke",NA,"Burke",0,3,"Deputy Burke","Deputy Patrick J. Burke"
"3956",13,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3957",13,"Fine Gael","Mr. Michael Joseph O'Higgins","Michael Joseph O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Michael Joseph O'Higgins"
"3958",13,"Clann na Poblachta","Mr. John Joseph Timoney","John Joseph Timoney",NA,"Timoney",0,3,"Deputy Timoney","Deputy John Joseph Timoney"
"3959",13,"Clann na Talmhúain","Mr. Patrick Joseph Halliden","Patrick Joseph Halliden",NA,"Halliden",0,3,"Deputy Halliden","Deputy Patrick Joseph Halliden"
"3960",13,"Fine Gael","Mr. Patrick W. Palmer","Patrick W. Palmer",NA,"Palmer",0,3,"Deputy Palmer","Deputy Patrick W. Palmer"
"3961",13,"Fine Gael","Mr. Maurice Edward Dockrell","Maurice Edward Dockrell",NA,"Dockrell",0,3,"Deputy Dockrell","Deputy Maurice Edward Dockrell"
"3962",13,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"3963",13,"Fianna Fáil","Mr. Michael J. Davern","Michael J. Davern",NA,"Davern",0,3,"Deputy Davern","Deputy Michael J. Davern"
"3964",13,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"3965",13,"Fianna Fáil","Ms. Honor Mary Crowley","Honor Mary Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Honor Mary Crowley"
"3966",13,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3967",13,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"3968",13,"Fianna Fáil","Mr. Michael F. Kitt","Michael F. Kitt",NA,"Kitt",0,3,"Deputy Kitt","Deputy Michael F. Kitt"
